actual values,predicted values,differences
68.0,64.01283333333335,3.9871666666666528
170.0,157.2355000000001,12.764499999999913
53.0,54.47922499999995,-1.4792249999999498
32.0,37.2340833333333,-5.234083333333302
58.0,68.72875000000006,-10.728750000000062
17.0,58.162750000000024,-41.162750000000024
25.0,34.39566666666666,-9.395666666666664
53.0,57.3030833333333,-4.303083333333298
17.0,30.891666666666694,-13.891666666666694
30.0,58.12349999999993,-28.12349999999993
25.0,78.01308333333334,-53.01308333333334
29.0,31.969083333333312,-2.9690833333333124
26.0,49.240499999999955,-23.240499999999955
171.0,136.51983333333337,34.48016666666663
42.0,56.729499999999966,-14.729499999999966
54.0,75.6621666666666,-21.662166666666593
86.0,45.98708333333331,40.01291666666669
134.0,84.07821666666673,49.921783333333266
13.0,38.803583333333364,-25.803583333333364
67.0,46.627558333333354,20.372441666666646
63.0,39.59966666666664,23.400333333333357
12.8,18.366991666666646,-5.566991666666645
80.0,86.46101666666674,-6.461016666666737
34.0,48.71716666666666,-14.717166666666657
17.0,51.28781666666666,-34.28781666666666
19.0,30.16190000000002,-11.16190000000002
119.0,61.44849999999995,57.55150000000005
68.0,99.82866666666673,-31.828666666666734
101.0,53.54916666666669,47.45083333333331
154.0,138.16608333333326,15.833916666666738
16.0,34.98126666666661,-18.981266666666613
57.0,56.47777499999994,0.5222250000000628
42.0,44.722916666666656,-2.7229166666666558
163.0,121.68508333333332,41.314916666666676
157.0,130.03691666666666,26.963083333333344
17.0,19.87185833333335,-2.87185833333335
21.0,30.64624999999998,-9.64624999999998
75.0,140.4454166666667,-65.44541666666669
137.0,121.92575000000002,15.074249999999978
180.0,159.45900000000023,20.54099999999977
21.0,50.53573333333329,-29.53573333333329
61.0,62.95049999999995,-1.9504999999999484
34.0,41.32633333333339,-7.3263333333333875
71.0,52.54708333333339,18.45291666666661
60.0,48.59966666666665,11.40033333333335
46.0,111.7509166666666,-65.7509166666666
109.0,105.8667500000001,3.1332499999999044
63.0,56.418750000000074,6.581249999999926
21.0,34.390249999999995,-13.390249999999995
38.0,41.54066666666671,-3.5406666666667093
9.0,53.78228333333335,-44.78228333333335
57.0,60.98391666666666,-3.9839166666666586
95.0,89.85369166666658,5.1463083333334225
75.0,77.76924999999993,-2.7692499999999285
59.0,47.1115,11.8885
32.0,63.40300000000004,-31.40300000000004
21.0,58.815666666666665,-37.815666666666665
134.0,107.14458333333334,26.855416666666656
57.0,65.54249999999998,-8.542499999999976
13.0,36.467933333333356,-23.467933333333356
64.0,63.029391666666726,0.9706083333332742
25.0,28.230316666666717,-3.2303166666667167
13.0,32.67145000000005,-19.67145000000005
29.0,103.08149999999998,-74.08149999999998
43.0,48.81566666666668,-5.815666666666679
152.0,87.32014999999983,64.67985000000017
80.0,85.8293333333334,-5.829333333333395
28.0,22.67769166666669,5.322308333333311
154.0,120.6068,33.39319999999999
19.0,30.098666666666652,-11.098666666666652
65.0,58.06795000000001,6.93204999999999
117.0,73.47091666666675,43.52908333333325
51.0,37.874950000000005,13.125049999999995
61.0,65.01166666666667,-4.01166666666667
61.0,49.05658333333331,11.943416666666693
119.0,120.15191666666672,-1.1519166666667218
74.0,59.030900000000045,14.969099999999955
82.0,92.8622500000001,-10.862250000000103
21.0,27.55246666666668,-6.552466666666682
55.0,28.410416666666695,26.589583333333305
35.0,33.837333333333355,1.1626666666666452
53.0,38.92232499999993,14.07767500000007
30.0,23.877449999999996,6.122550000000004
17.0,36.97666666666667,-19.976666666666667
13.0,24.745991666666633,-11.745991666666633
64.0,34.165549999999975,29.834450000000025
87.0,59.85678333333336,27.14321666666664
38.0,54.49566666666667,-16.495666666666672
149.0,69.64474999999997,79.35525000000003
21.0,33.548,-12.548000000000002
23.0,30.915225000000007,-7.915225000000007
29.0,48.88253333333338,-19.882533333333377
59.0,79.40649999999998,-20.40649999999998
170.0,145.1907666666667,24.80923333333331
18.0,36.86995833333337,-18.869958333333372
50.0,54.16336666666667,-4.163366666666668
9.0,20.27218333333331,-11.27218333333331
127.0,157.06758333333315,-30.067583333333147
50.0,24.337833333333343,25.662166666666657
56.0,37.270366666666696,18.729633333333304
191.0,146.12875,44.87125
82.0,77.47984166666672,4.520158333333285
28.0,49.21125000000002,-21.21125000000002
30.0,44.31255833333328,-14.312558333333278
186.0,113.47716666666663,72.52283333333337
9.0,45.24450000000002,-36.24450000000002
87.0,81.73365000000001,5.2663499999999885
25.0,24.055791666666693,0.9442083333333073
43.0,34.30910833333336,8.690891666666637
79.0,57.290833333333325,21.709166666666675
14.1,29.897375000000054,-15.797375000000054
165.0,196.42766666666625,-31.427666666666255
82.0,98.92383333333332,-16.92383333333332
54.0,32.742941666666674,21.257058333333326
21.0,28.843083333333375,-7.843083333333375
44.0,57.98141666666669,-13.98141666666669
25.0,23.884716666666677,1.1152833333333234
74.0,126.08474999999989,-52.084749999999886
55.0,38.831699999999984,16.168300000000016
42.0,40.5442666666667,1.4557333333332991
42.0,67.35226666666671,-25.352266666666708
30.0,18.335758333333313,11.664241666666687
42.0,38.843849999999996,3.156150000000004
49.0,63.550999999999966,-14.550999999999966
10.0,22.32921666666666,-12.32921666666666
22.0,29.64235833333336,-7.642358333333359
72.0,71.27311666666665,0.7268833333333475
96.0,115.92986666666664,-19.92986666666664
17.0,64.75908333333328,-47.75908333333328
60.0,61.334416666666684,-1.3344166666666837
13.0,23.37341666666665,-10.37341666666665
163.0,150.22916666666677,12.77083333333323
117.0,67.06708333333337,49.93291666666663
55.0,38.52203333333338,16.477966666666617
65.0,77.28316666666666,-12.28316666666666
85.0,109.06633333333323,-24.066333333333233
55.0,53.86473333333339,1.1352666666666096
193.0,158.56283333333337,34.43716666666663
72.0,66.12255000000003,5.877449999999968
25.0,28.764116666666688,-3.7641166666666876
151.0,111.60091666666662,39.39908333333338
55.0,46.45661666666661,8.543383333333388
30.0,55.67346666666669,-25.67346666666669
168.0,115.17941666666675,52.820583333333246
42.0,56.533249999999995,-14.533249999999995
21.0,68.77908333333332,-47.77908333333332
157.0,125.32058333333327,31.679416666666725
15.0,25.831625000000006,-10.831625000000006
183.0,151.49858333333344,31.501416666666557
30.0,29.80096666666668,0.1990333333333183
22.0,21.413608333333354,0.5863916666666462
15.0,33.623166666666634,-18.623166666666634
15.0,35.670316666666636,-20.670316666666636
56.0,33.80389166666666,22.196108333333342
42.0,67.2346999999999,-25.234699999999904
30.0,40.545200000000044,-10.545200000000044
20.0,55.6135,-35.6135
50.0,80.76218333333337,-30.76218333333337
68.0,44.351891666666624,23.648108333333376
152.0,115.51991666666655,36.480083333333454
58.0,72.28469999999999,-14.284699999999987
55.0,32.57287500000001,22.42712499999999
153.0,156.4485000000001,-3.4485000000001094
34.0,41.37446666666663,-7.374466666666628
151.0,48.813158333333334,102.18684166666667
57.0,85.57525000000003,-28.575250000000025
10.0,69.38816666666675,-59.38816666666675
39.0,34.363600000000034,4.636399999999966
25.0,37.91158333333333,-12.911583333333333
80.0,79.4495166666667,0.5504833333333039
9.0,10.575108333333318,-1.5751083333333185
57.0,77.54425,-20.544250000000005
11.0,47.60455833333327,-36.60455833333327
85.0,53.863850000000035,31.136149999999965
46.0,32.37425,13.625749999999996
10.0,28.751833333333337,-18.751833333333337
122.0,108.37194166666674,13.628058333333257
62.0,67.07648333333336,-5.076483333333357
71.0,91.81843333333329,-20.81843333333329
63.0,89.62124999999999,-26.62124999999999
28.0,36.29150833333335,-8.291508333333347
82.0,64.99683333333331,17.003166666666687
112.0,105.1192499999999,6.880750000000106
144.0,130.40458333333342,13.59541666666658
56.0,43.750675,12.249324999999999
56.0,59.831874999999975,-3.8318749999999753
38.0,75.90166666666666,-37.90166666666666
25.0,28.66724999999999,-3.6672499999999886
299.0,158.6946666666668,140.3053333333332
69.0,54.96815,14.031849999999999
20.0,21.342308333333325,-1.3423083333333246
55.0,65.96883333333334,-10.968833333333336
76.0,65.20908333333334,10.79091666666666
30.0,76.97016666666661,-46.970166666666614
11.0,20.384283333333315,-9.384283333333315
72.0,80.60484166666656,-8.604841666666559
34.0,37.74541666666667,-3.745416666666671
30.0,60.1501666666667,-30.1501666666667
63.0,45.15175000000002,17.84824999999998
107.0,109.90670000000003,-2.906700000000029
25.0,29.916258333333293,-4.9162583333332925
137.0,97.79283333333328,39.20716666666672
168.0,98.76699999999998,69.23300000000002
25.0,30.745416666666667,-5.745416666666667
33.0,36.994666666666646,-3.994666666666646
54.0,36.05321666666666,17.946783333333343
58.0,86.64075000000001,-28.64075000000001
13.0,34.02663333333332,-21.026633333333322
30.0,33.56532499999997,-3.565324999999973
11.0,33.557583333333326,-22.557583333333326
153.0,146.37549999999993,6.624500000000069
34.0,46.37400000000004,-12.374000000000038
82.0,50.273866666666656,31.726133333333344
81.0,46.96006666666668,34.03993333333332
34.0,38.47460833333334,-4.474608333333343
95.0,116.58975000000004,-21.589750000000038
155.0,127.61058333333338,27.38941666666662
15.0,22.46924166666669,-7.46924166666669
181.0,161.83341666666666,19.166583333333335
5.0,27.035749999999997,-22.035749999999997
95.0,84.10716666666671,10.892833333333286
34.0,26.383091666666683,7.616908333333317
21.0,32.37711666666667,-11.377116666666673
63.0,82.53520000000009,-19.53520000000009
55.0,50.167233333333336,4.832766666666664
211.0,165.2722500000001,45.7277499999999
42.0,55.54059166666666,-13.540591666666657
84.0,81.30290000000002,2.6970999999999776
22.0,49.3818583333334,-27.381858333333398
64.0,41.261625000000016,22.738374999999984
13.0,75.62217500000001,-62.62217500000001
55.0,47.13716666666671,7.862833333333292
46.0,48.79483333333341,-2.7948333333334077
34.0,39.117775000000016,-5.117775000000016
63.0,48.57575000000003,14.424249999999972
21.0,30.311291666666627,-9.311291666666627
20.0,26.076474999999967,-6.0764749999999665
93.0,77.44416666666666,15.55583333333334
59.0,50.338,8.661999999999999
21.0,115.67458333333333,-94.67458333333333
17.0,24.942291666666694,-7.942291666666694
42.0,24.22651666666667,17.77348333333333
67.0,69.28409999999998,-2.284099999999981
46.0,54.86244999999995,-8.862449999999953
37.0,33.13684166666665,3.8631583333333523
60.0,57.31791666666666,2.6820833333333383
87.0,86.8243583333334,0.17564166666660697
64.0,49.91149999999998,14.088500000000018
124.0,68.40503333333328,55.59496666666672
10.0,24.98995833333331,-14.989958333333309
181.0,51.38833333333335,129.61166666666665
17.0,32.262583333333325,-15.262583333333325
38.0,41.30025000000002,-3.3002500000000197
78.0,146.24825000000004,-68.24825000000004
174.0,121.75258333333322,52.24741666666678
65.0,32.867483333333354,32.132516666666646
28.0,30.09974999999997,-2.0997499999999683
64.0,30.418375,33.581625
32.0,32.238416666666645,-0.23841666666664452
12.0,31.89244166666666,-19.89244166666666
43.0,45.84856666666672,-2.84856666666672
87.0,83.94302499999993,3.0569750000000653
68.0,78.27733333333326,-10.27733333333326
165.0,146.27200000000002,18.72799999999998
46.0,41.792916666666606,4.207083333333394
60.0,55.093866666666706,4.906133333333294
29.0,42.59191666666666,-13.591916666666663
38.0,52.382083333333306,-14.382083333333306
85.0,169.00286666666665,-84.00286666666665
64.0,84.58824999999995,-20.588249999999945
20.0,27.686041666666636,-7.686041666666636
73.0,70.31541666666656,2.6845833333334355
27.0,45.15063333333333,-18.15063333333333
98.0,48.3990916666667,49.6009083333333
34.0,37.343258333333296,-3.3432583333332957
62.0,86.07079166666674,-24.070791666666736
70.0,60.76233333333337,9.237666666666627
25.0,48.68188333333338,-23.68188333333338
46.0,70.71384166666665,-24.713841666666653
20.0,43.9650500000001,-23.965050000000097
107.0,114.16249999999994,-7.1624999999999375
29.0,60.739650000000026,-31.739650000000026
65.0,25.422083333333326,39.577916666666674
37.0,41.113833333333346,-4.113833333333346
17.0,52.13199166666666,-35.13199166666666
34.0,44.175333333333306,-10.175333333333306
42.0,45.22718333333329,-3.2271833333332935
78.0,77.27283333333334,0.7271666666666619
160.0,65.731,94.269
68.0,68.67027500000003,-0.6702750000000322
76.0,64.6718333333333,11.328166666666704
38.0,28.775749999999984,9.224250000000016
34.0,44.35325833333332,-10.353258333333322
34.0,57.19133333333331,-23.19133333333331
65.0,55.945666666666654,9.054333333333346
31.0,62.91920000000008,-31.91920000000008
49.0,45.870916666666666,3.129083333333334
55.0,58.67093333333341,-3.6709333333334087
25.0,31.321475000000014,-6.321475000000014
13.0,26.82697499999997,-13.826974999999969
63.0,78.23861666666669,-15.238616666666687
34.0,26.973441666666677,7.026558333333323
8.0,20.40628333333331,-12.40628333333331
87.0,138.39716666666675,-51.39716666666675
56.0,37.80099999999997,18.199000000000026
17.0,24.476358333333387,-7.476358333333387
39.0,92.40583333333339,-53.40583333333339
57.0,65.33508333333339,-8.335083333333387
89.0,57.181000000000076,31.818999999999924
73.0,60.10916666666674,12.890833333333262
117.0,122.89849999999996,-5.898499999999956
20.0,25.526666666666678,-5.526666666666678
19.0,46.01333333333328,-27.01333333333328
77.0,62.25858333333334,14.741416666666659
23.0,68.50241666666663,-45.50241666666663
42.0,51.668800000000026,-9.668800000000026
107.0,87.69553333333327,19.304466666666727
68.0,24.254891666666666,43.745108333333334
31.0,39.42558333333334,-8.425583333333343
59.0,78.30005833333337,-19.300058333333368
30.0,46.710883333333314,-16.710883333333314
20.5,30.172483333333364,-9.672483333333364
67.0,66.33375000000002,0.6662499999999767
19.0,54.22791666666672,-35.22791666666672
46.0,42.516500000000015,3.483499999999985
87.0,71.63933333333333,15.360666666666674
30.0,27.24704166666667,2.7529583333333285
17.0,35.77441666666667,-18.774416666666667
88.0,84.06266666666666,3.937333333333342
31.0,26.871824999999994,4.128175000000006
142.0,80.38666666666663,61.61333333333337
21.0,24.611833333333323,-3.6118333333333226
178.0,162.3168333333333,15.683166666666693
63.0,50.42375,12.576250000000002
53.0,28.821908333333347,24.178091666666653
17.0,18.015449999999987,-1.015449999999987
56.0,100.9013333333333,-44.9013333333333
24.0,43.133749999999985,-19.133749999999985
56.0,59.14149999999998,-3.1414999999999793
179.0,154.15391666666667,24.846083333333326
61.0,57.96148333333333,3.0385166666666734
85.0,56.18017500000003,28.819824999999973
25.0,49.38148333333334,-24.381483333333343
9.0,37.93761666666663,-28.937616666666628
29.0,42.55258333333335,-13.552583333333352
50.0,81.02627499999991,-31.026274999999913
63.0,97.83799999999998,-34.83799999999998
60.0,77.9368166666667,-17.9368166666667
53.0,51.3130166666667,1.686983333333302
61.0,39.137816666666694,21.862183333333306
78.0,59.21289999999997,18.78710000000003
42.0,30.3168333333333,11.6831666666667
33.0,84.77716666666666,-51.77716666666666
32.0,43.09290000000006,-11.092900000000057
54.0,48.2669166666666,5.733083333333397
109.0,100.40866666666663,8.591333333333367
46.0,55.75575833333333,-9.755758333333333
24.0,46.9236166666667,-22.923616666666703
89.0,110.69091666666655,-21.690916666666553
281.0,166.4694999999997,114.5305000000003
93.0,88.76963333333337,4.230366666666626
21.0,39.785925000000006,-18.785925000000006
49.0,44.30675000000002,4.693249999999978
57.0,26.361916666666662,30.638083333333338
95.0,72.28255,22.71745
55.0,67.45420833333338,-12.454208333333384
47.0,60.11741666666668,-13.117416666666678
25.0,45.21879999999997,-20.218799999999973
29.0,53.15733333333334,-24.15733333333334
50.0,29.424116666666695,20.575883333333305
35.0,44.0005,-9.000500000000002
156.0,112.66050000000007,43.33949999999993
55.0,66.56016666666673,-11.560166666666731
25.0,37.34749999999999,-12.34749999999999
21.0,38.45875000000002,-17.458750000000023
21.0,42.49189166666665,-21.491891666666653
30.0,32.612999999999985,-2.6129999999999853
85.0,125.86260000000001,-40.862600000000015
220.0,181.9715666666667,38.02843333333331
30.0,35.15816666666671,-5.158166666666709
51.0,44.00580833333333,6.994191666666673
34.0,46.85074999999999,-12.85074999999999
28.0,55.67758333333341,-27.67758333333341
90.0,128.3301666666667,-38.33016666666671
42.0,47.9920833333333,-5.992083333333298
68.0,72.46736666666663,-4.467366666666635
40.0,33.397325,6.602674999999998
119.0,86.84230833333329,32.15769166666671
40.0,47.887333333333295,-7.887333333333295
42.0,43.130916666666714,-1.1309166666667139
38.0,36.369916666666676,1.6300833333333244
16.0,37.93418333333335,-21.93418333333335
38.0,66.45274999999998,-28.45274999999998
21.0,21.334283333333314,-0.33428333333331395
105.0,55.22289999999999,49.77710000000001
16.0,20.686491666666644,-4.686491666666644
21.0,63.3255,-42.3255
179.0,144.856875,34.143125
21.0,22.763566666666666,-1.7635666666666658
90.0,78.05859166666667,11.941408333333328
93.0,69.07441666666665,23.92558333333335
80.0,96.26765000000015,-16.267650000000145
49.0,49.43983333333339,-0.4398333333333895
17.0,19.728216666666636,-2.7282166666666363
17.0,23.108591666666648,-6.108591666666648
42.0,66.82125000000003,-24.821250000000035
59.0,58.106408333333384,0.8935916666666159
70.0,63.58638333333334,6.4136166666666625
112.0,58.74883333333333,53.25116666666667
55.0,50.64148333333336,4.358516666666638
34.0,54.88408333333335,-20.88408333333335
29.0,25.163908333333357,3.8360916666666434
13.0,44.64352499999996,-31.64352499999996
56.0,38.14633333333332,17.853666666666683
38.0,49.65874999999994,-11.65874999999994
21.0,31.344383333333315,-10.344383333333315
112.0,80.52504999999996,31.474950000000035
25.0,25.71203333333337,-0.7120333333333697
78.0,134.66016666666678,-56.66016666666678
30.0,38.61145000000002,-8.61145000000002
153.0,112.88641666666676,40.11358333333324
109.0,122.49016666666655,-13.490166666666553
25.0,31.98730000000001,-6.987300000000008
59.0,55.96833333333333,3.0316666666666734
93.0,87.24608333333336,5.75391666666664
21.0,31.609833333333338,-10.609833333333338
86.0,70.06602500000004,15.933974999999961
50.0,83.44649999999994,-33.44649999999994
30.0,58.35476666666661,-28.354766666666613
50.0,58.78006666666668,-8.780066666666677
21.0,25.430749999999986,-4.4307499999999855
124.0,117.24266666666676,6.757333333333236
71.0,71.69275000000002,-0.692750000000018
93.0,85.05688333333346,7.9431166666665405
60.0,70.41833333333345,-10.41833333333345
82.0,88.67733333333335,-6.677333333333351
26.0,43.46048333333335,-17.46048333333335
13.0,23.04561666666669,-10.045616666666689
25.0,34.156808333333316,-9.156808333333316
30.0,69.07291666666664,-39.07291666666664
75.0,57.74599166666675,17.254008333333253
65.0,96.5104166666667,-31.5104166666667
65.0,34.07566666666666,30.924333333333337
46.0,44.79766666666668,1.2023333333333213
82.0,81.48608333333337,0.5139166666666313
76.0,42.071766666666676,33.928233333333324
17.0,22.689466666666664,-5.6894666666666645
80.0,84.10525,-4.105249999999998
13.0,32.53225000000002,-19.53225000000002
13.0,21.264583333333352,-8.264583333333352
50.0,68.3735083333333,-18.373508333333305
99.0,131.77258333333336,-32.77258333333336
124.0,130.27783333333323,-6.277833333333234
55.0,32.34275,22.657249999999998
76.0,58.68456666666671,17.31543333333329
171.0,103.38674999999998,67.61325000000002
154.0,95.53424999999999,58.465750000000014
118.0,111.62989166666674,6.370108333333263
46.0,71.62324999999994,-25.623249999999942
42.0,40.81895,1.181049999999999
95.0,66.12644166666671,28.873558333333293
23.0,25.692833333333347,-2.692833333333347
124.0,108.26255833333337,15.737441666666626
21.0,41.01686666666666,-20.016866666666658
21.0,19.055775,1.9442249999999994
88.0,87.93041666666663,0.06958333333336952
165.0,110.24674999999996,54.75325000000004
30.0,52.0027416666667,-22.0027416666667
17.0,24.185583333333327,-7.1855833333333266
63.0,50.861366666666704,12.138633333333296
76.0,54.43456666666673,21.565433333333267
27.0,68.24566666666671,-41.24566666666671
35.0,59.299966666666705,-24.299966666666705
62.0,42.76415000000001,19.235849999999992
58.0,42.861416666666656,15.138583333333344
163.0,104.97700833333326,58.02299166666674
25.0,35.396750000000004,-10.396750000000004
38.0,48.61675000000001,-10.61675000000001
17.0,95.11741666666671,-78.11741666666671
25.0,39.09950000000003,-14.099500000000027
30.0,42.72984999999998,-12.729849999999978
196.0,169.65016666666685,26.34983333333315
42.0,63.95000000000003,-21.95000000000003
61.0,70.3938583333333,-9.393858333333299
46.0,72.14732500000004,-26.147325000000038
21.0,17.845291666666665,3.1547083333333354
46.0,49.9878333333333,-3.987833333333299
99.0,45.96183333333336,53.03816666666664
46.0,71.60624999999999,-25.60624999999999
147.0,76.58918333333332,70.41081666666668
41.0,74.56458333333349,-33.56458333333349
17.0,34.249691666666685,-17.249691666666685
51.0,46.15091666666669,4.849083333333311
